1
50000 50000
33520 48126 13234
40580 43415 83106
38460 38864 12021
13142 24965 93690
35010 42251 63865
43356 18574 24890
3607 31744 34167
7612 11294 91009
36065 2416 17652
24512 1192 55513
31009 3248 24861
43055 18383 91942
23396 28320 99713
17511 19482 39233
35938 46603 88438
30312 28246 58864
33886 83 91545
19203 47278 94058
29621 13328 34181
39267 25425 77272
43497 43290 96241
20257 31914 59601
15748 25700 95353
19431 49090 20945
26838 38416 63386
9072 49201 10533
34842 45743 49963
38751 37575 68835
43557 6428 66970
8900 8192 88175
44519 18492 84148
42771 46933 55416
12516 25783 77370
34982 47118 67903
5638 1940 16922
18085 5779 71218
34460 30715 88076
35171 19858 53371
33537 28267 21885
43312 35597 60849
1112 25159 86895
37161 1689 45473
21445 47719 87893
34277 220 8693
12274 11653 17354
8652 44732 46699
25200 2017 83344
32384 30965 7561
48176 22774 40224
39987 3696 40183
39952 19148 22834
1406 25670 41278
37673 37076 27714
7002 45814 47348
18564 23816 96346
42901 26267 86861
43204 26602 11036
27559 1722 98724
16433 41071 57161
40557 18637 22348
33039 45867 57663
23249 18816 17374
32144 44956 36927
39787 39564 19527
35450 35656 44786
35319 27218 20226
1215 16766 20771
26647 8670 18469
44949 8028 96914
36190 16619 57849
12649 19796 60361
10861 9370 15280
9703 3131 47425
2225 19485 70298
24391 32629 10158
40225 37025 5872
35620 6185 32577
21939 21450 15582
4050 7687 69699
22227 36797 41291
42776 35461 10291
40134 36583 29090
1040 22365 4758
18229 7438 86805
5522 28256 73993
22488 37188 70359
47160 12921 95035
11177 12432 11672
9985 43297 73803
29202 24635 62188
13511 47142 85860
11551 19334 92177
380 29029 45661
48813 42005 77415
48566 47004 36522
3788 21914 63603
17251 25413 9952
5558 27530 89725
34613 28025 61473
42269 40364 58559
21960 6041 68381
7157 36566 2992
9569 6406 44506
41467 33463 7806
25549 1459 40380
35032 981 23153
47285 41023 67537
17085 28921 37102
36196 842 88954
40710 15107 65454
24739 42869 24522
25272 40436 56737
23496 42785 35844
47178 24010 75725
34925 26692 86229
6760 2236 45076
18260 337 30908
39905 11140 12502
38605 18699 97921
2409 30701 78797
27526 16611 62835
20997 21045 17116
45735 29259 47629
14000 3318 10847
6711 17898 6125
37791 33097 63789
42541 17409 52231
34393 14032 43723
36273 19006 70687
34360 16364 60684
34301 49948 88742
41005 11212 35121
48601 6027 60667
20037 42139 4695
14119 2027 75080
35929 46785 36184
21307 24752 26543
4597 40682 10978
32507 16258 96459
45041 33066 99321
39542 14773 96039
49956 38719 47392
6475 27900 50101
3589 10463 56589
39318 2506 36730
20132 12670 31786
5827 22559 22208
31380 33073 89360
28064 41441 28659
19617 31332 68368
22884 28679 87681
31004 44712 30535
28937 17929 39202
44288 30679 72672
10488 14520 43071
19274 22878 93033
38705 13553 67588
34071 40842 33556
17054 23819 47857
3942 25135 69468
42325 13311 83052
18137 3901 99841
39382 21200 42158
12154 22581 38644
34324 18118 22117
9131 49327 6371
26855 10836 13551
34266 44854 99213
10018 20175 70592
40596 7317 40117
5513 33830 10002
8475 34731 29151
43979 8754 35363
22960 8586 67842
33431 10201 99206
15770 27567 98576
23447 3629 8744
27641 28189 98154
34399 15289 84439
28343 6484 24315
42714 35333 95744
32552 3307 70983
39473 11054 20985
33672 23259 362
49824 31629 95136
27726 24597 44961
2957 24749 36242
20550 3663 35502
37836 42056 48407
7791 11125 38357
29454 29228 51257
7736 38380 49903
26114 860 39260
13838 5357 64823
19224 42088 83964
7270 49548 57590
271 22296 35188
4697 21068 65862
27018 48755 67455
35879 41273 19065
38048 39047 11426
16106 11801 32605
35976 26962 30691
23044 38816 4387
7969 20710 967
23727 31988 24872
4722 7207 85408
8932 11275 79990
26379 28108 47447
15766 1734 28005
5755 40557 29821
33266 46412 75498
26351 40495 58077
34137 5229 32998
26154 14361 55661
19754 23042 37144
28401 34312 21734
37704 46176 69539
35386 22363 76325
45550 47648 86514
19495 37739 59391
37479 17459 58734
30013 8712 5343
30199 8465 93816
36161 20003 70224
11989 406 29032
47212 41213 90041
1469 2895 34844
13157 16269 56077
18346 21784 58616
20200 8836 9537
46582 35873 2995
18262 22541 6717
32195 39303 67560
4850 3924 85072
30946 33127 61147
7540 17617 68364
44136 31070 63093
32102 1576 11577
11788 14008 72942
28923 18136 85576
14525 34395 46291
21529 17566 12475
16049 21068 63331
21603 18286 43853
13636 25391 31205
29630 39693 58539
895 23044 63603
7141 17474 94154
15275 14297 95523
23372 8663 55595
6461 49892 39503
41317 6151 41244
42487 35456 66202
37125 15957 68884
37815 20634 45697
47414 49473 44809
7436 20022 53567
38630 13069 93996
37398 44269 54784
36936 27538 2155
33062 3452 76194
13109 27735 15783
21910 46812 19181
34857 49807 90924
22529 25290 91194
19834 44014 74122
38245 35932 98389
11817 3247 53657
15661 32181 1039
44698 27768 9727
4992 28853 30781
1270 46531 16913
41019 38573 57768
27354 613 94894
28076 9038 59594
29183 16421 49830
43196 20101 73434
49737 28409 44596
12036 26225 48667
871 27573 83456
24233 24924 1601
12248 47767 57965
7237 43185 64785
26071 16999 83206
42296 39812 71102
44249 235 6918
46824 21449 48603
19855 37288 75194
18590 47337 27696
10540 49488 13055
15276 17711 51921
34372 29477 31683
492 40297 77528
20696 10954 43278
19462 38311 75678
8778 17949 76034
31939 38450 88764
6407 20485 80420
44250 13020 8936
25842 35186 41990
22417 43635 3100
35940 7852 32312
758 23484 66566
46477 28346 17556
39329 4159 77599
44617 32030 46461
28371 12530 16645
36852 11630 12067
11291 42851 96624
14811 44884 92874
46279 35850 72649
26838 42714 24373
24632 37738 99157
31275 6040 32353
21661 28468 24279
13961 15924 18488
2773 49052 75081
35080 14590 38772
17433 23104 5842
43653 12614 17967
34008 44807 67278
44108 23527 2776
38603 15663 80616
37114 24907 11893
16713 12582 53928
21774 23226 65456
17731 11038 11187
32581 45316 31584
3189 39965 50672
69 47884 78548
33871 19380 63845
15584 13785 43055
21722 7621 60910
6249 29245 26536
20476 46037 81970
37039 41199 20951
49134 12718 33788
41424 9201 82131
30131 12119 37151
23093 27235 68465
41551 2745 7589
32449 2237 46392
3453 39356 75272
7943 36649 19933
1538 46989 25080
34792 34603 42308
40761 42431 39115
14860 33898 91252
33823 35102 735
14839 30348 61534
47056 36003 33476
32346 24817 73486
30859 21235 80270
14429 21741 3226
1016 43027 3065
34472 7352 90843
20488 23642 44675
43472 17597 81630
17090 13981 91369
49273 42867 57789
33644 16425 78026
11053 48757 93033
9771 18567 44165
23070 34666 50201
45999 38178 1394
48148 3439 22615
25132 4543 62815
20205 1323 3847
43406 15498 74167
31991 38240 73031
3347 18649 14402
1663 27809 10455
41747 24384 3976
14530 41136 14723
27523 40389 82005
8053 10725 58997
4963 16098 4196
5214 23587 72087
5996 25572 40539
29579 6328 55338
31034 2116 88738
43340 48937 9536
24211 42158 65678
34040 30585 98616
35276 14045 87065
15264 14323 57017
6076 30992 92985
40570 1488 35324
35900 37691 1642
48083 39126 13934
159 12484 46886
38431 39047 19792
3094 4237 94710
120 33499 16365
19367 22030 54674
27435 35273 20023
11604 41613 4213
27943 20867 65955
39496 48270 52678
21901 25968 13725
40889 2993 23326
47628 17701 20980
16433 40714 3277
49431 41122 48354
49579 41627 20328
4801 28917 47214
3877 48118 8495
4015 3215 32809
13759 13795 77755
7976 34686 72432
34204 5324 65196
9775 3062 72795
23721 35091 59440
38141 7733 51285
11103 19101 35274
14960 1796 82991
6555 2321 1454
12912 14749 46182
21178 10825 48908
19360 12969 72348
21172 42925 66313
5273 44502 41109
43573 31411 54475
2137 25899 87882
19182 26569 3799
36964 46599 38389
25441 17449 85747
13438 30540 27248
4170 38542 14283
38504 1324 35576
14338 46837 21048
44515 26031 32784
37841 28835 72439
35157 34870 56797
18690 49788 12845
19518 7719 80847
33946 46295 96395
33637 34319 9908
15396 49774 40884
9006 47683 75400
15461 8507 86418
29261 38511 15858
45128 20204 43925
10495 35642 93982
20946 26753 12171
37968 23282 34630
42029 18237 50257
15024 22424 97496
21754 21149 4981
48449 41249 90684
13761 6026 4275
443 6363 37739
49483 49276 70291
16269 48960 31900
16164 9176 39422
7495 24543 5673
8634 32541 8400
39811 30189 68490
7748 9903 5924
31805 4923 49014
6572 40470 62088
16123 5975 90121
10374 47913 3685
28834 37896 79154
1480 27469 38405
7592 15095 41307
9024 31705 85225
18415 43302 61107
46595 46320 69733
22257 10844 18981
3931 15202 24506
14294 9793 23900
25288 17748 74595
9903 30516 52948
35318 4079 25362
2571 6300 68183
11313 4783 62012
258 19758 62452
25526 12969 86123
36738 44720 30018
48293 37300 94242
17034 10901 20748
33085 6777 21456
9862 24419 72941
17139 27518 59400
21428 44434 2208
19321 17226 68395
13201 5319 88391
9042 49689 86940
17901 3671 64910
741 46253 2353
35258 28869 68856
46328 8212 49838
49266 33883 10716
32045 33916 73681
42135 25194 5740
49794 12787 7977
13926 36763 40595
43256 33380 25324
509 22985 32818
39194 35124 21399
19062 43477 15900
5051 18613 41454
36587 48341 15814
8226 2735 41756
8629 19099 96288
28182 6130 46710
16735 30343 37901
32290 21831 98978
46496 32563 70660
8079 35097 79429
30508 27465 5477
10889 25185 84004
8661 13810 51635
8410 36460 59038
28488 18936 27493
18643 131 65628
42309 15483 40385
49197 12839 36802
3807 43150 38645
33193 37317 97875
42761 25237 26236
49232 13947 3653
19321 22636 83505
7175 46514 32796
49138 24707 79877
17856 11595 58278
15863 33411 60251
19933 39667 6131
17916 27709 13393
10719 30094 5684
27898 17023 29225
22049 38494 60936
39677 26734 68241
9692 35275 82345
16891 41634 50511
37279 3731 16172
21298 2805 28329
19563 19504 72317
2038 14205 78018
46332 10027 49606
17571 32483 16225
16343 34745 70583
41775 45136 38083
14631 42143 93343
41441 13267 85117
42018 38447 29881
32245 6010 56121
21148 27762 78694
809 41486 11453
14310 31687 20885
20138 29060 1899
45616 21419 62357
720 20125 89933
27699 48932 95361
26155 37144 86036
1473 43924 54570
15390 6127 52622
19137 32323 1221
15502 15764 1279
17927 21511 49079
25997 9746 10979
18428 27911 8755
37956 27475 76563
36721 11019 27507
26312 21661 1205
37610 20075 44752
36502 3873 56685
3797 5496 61393
5599 1317 6983
23801 8564 11535
18082 20426 47442
19900 17967 96043
3855 49348 56355
45243 22369 75895
6712 30869 48133
1076 29691 84241
6973 11516 80056
44032 27688 29214
39630 35006 93019
47998 20807 17912
14570 5114 56102
38326 35587 57064
48755 12040 13763
29651 2086 15016
43108 43035 17691
6477 30391 46582
15360 24042 2364
8839 4903 53867
12346 13187 70349
13002 20259 52645
14410 13322 34125
32589 26653 26122
24487 10625 51152
35129 7364 42670
37009 4943 67006
48017 45879 98490
18849 32812 96983
27892 39163 46447
19494 21933 72282
24630 19335 94930
34415 20171 50625
37041 11802 51063
18498 15820 7760
7519 26897 5743
41063 41445 83066
48370 31159 74655
9040 38537 50131
34976 6529 51544
14919 14481 49330
18066 4407 70922
33218 25182 66593
39132 31481 79722
41634 26559 38613
22721 22057 19747
25636 13125 33199
27370 10473 54891
36263 37434 28036
16030 34628 27778
45371 12535 2662
28807 49300 18971
21049 28276 1739
18867 41981 72194
23325 37981 37067
13994 2627 19853
34986 17201 6491
12670 35230 63414
24083 46277 20364
43719 39687 11694
11809 2157 25872
36544 9266 49569
16219 23262 87241
13581 36308 88247
37150 36097 96733
16884 16550 6817
32140 26996 47532
17045 23189 5180
1994 24012 74582
44606 10615 70648
13542 43467 15707
8387 33795 23085
35876 37368 39062
39220 31238 42886
3638 45589 17498
1800 36585 33157
11180 45643 56383
35418 4541 22226
4381 27675 71999
35093 21750 8010
30101 15917 71288
4738 13070 64227
44355 39768 11474
15170 41922 43222
24505 49558 88578
38773 21270 67823
3349 705 20663
41132 9085 4328
33505 30877 20940
23453 5841 36628
25757 20482 93289
15241 48228 40364
46378 42952 23532
35427 25037 8955
46969 8780 87771
33489 43552 71540
34059 7181 77941
38236 28868 97178
42695 46008 23720
6354 20406 9790
42628 234 91848
6641 35370 98096
16346 44164 23149
35209 17299 35841
30579 29496 14223
47257 20838 13805
12299 9918 89127
25565 4770 52620
43602 45775 17756
29188 18909 92446
34041 44036 8336
25292 17844 41017
1936 32611 12425
34755 6203 85680
29368 48444 2812
25226 19060 80784
19003 19720 28304
44971 48795 44781
2296 31667 26847
46319 24722 53045
16113 4783 4813
22989 24166 98461
22477 31670 54862
38740 30686 38207
21117 37001 3543
49365 33932 69548
24899 30662 43902
35670 19770 98282
23315 49362 65367
4603 38147 97699
41388 27463 39707
36443 20729 58861
3106 29066 41793
24196 42401 21836
39171 33818 41381
8814 30181 83869
7004 46519 42574
44020 7153 64106
35100 2860 50880
25522 49826 11187
33002 25548 35370
2418 27977 19495
11571 41724 70814
19343 30516 2913
8645 4155 25364
42272 20064 85921
31366 28570 81173
45874 21049 53314
10118 33235 60330
19144 20134 32260
9089 44368 87204
16679 519 68949
6031 45369 37601
47097 42544 52034
35281 49144 83178
15245 30868 78924
47480 44813 90226
46374 23788 93510
36553 23234 91662
29106 39456 98699
4477 16023 81733
11229 29411 69072
21548 48248 90092
40565 49310 28325
34605 40944 24321
28489 17850 75572
33365 36694 12692
45181 35481 41461
21884 5459 26511
10964 25240 10095
3478 29173 14094
29384 32061 51954
47392 38760 12903
1053 39400 83024
40115 40593 9134
49394 28300 30128
29793 24503 93515
44069 12225 36733
39932 7628 49061
37584 11612 87563
27488 851 56106
1533 25896 48585
17917 45664 27034
27875 44339 29760
15013 12483 53092
19987 2272 60867
19096 31416 1410
3971 34474 26950
48675 27661 2174
40373 14137 53769
13064 5944 69539
37966 25237 28214
39665 8116 18054
15566 26971 87670
8946 29619 98828
33174 29043 93059
46035 44088 81358
18754 27385 44310
19093 37852 79921
28156 40711 68728
25755 42758 34040
38580 25653 56155
7482 11165 59665
31816 30117 10270
33199 21759 30325
10658 2531 70874
36425 24742 25056
32464 48752 29254
642 35726 86071
25043 19153 11495
23083 39798 44629
3549 6768 48011
30399 22606 79714
12200 27677 91594
30515 6032 6465
36990 43182 64639
9332 29478 18046
32534 45240 58597
15517 14813 66754
26808 25918 68346
13497 1497 51538
48572 42948 85292
10042 47745 17210
19088 4569 2015
28958 29553 4877
46699 6331 13753
39541 12784 32329
27298 6642 54575
27118 17477 93516
30511 16617 49695
35415 7963 50011
46544 42408 40871
29437 267 69354
27176 39200 82472
28037 31552 21512
2110 47449 58190
2422 45295 42070
43888 18228 15968
49003 45134 91033
27974 18129 94476
49859 23874 15280
30052 6803 93683
25290 32606 15307
1194 21813 27406
16949 16236 48000
19340 34937 27435
40610 13254 84957
29202 38964 99201
37396 29544 97990
49806 6734 75457
24624 17256 88186
39032 8128 70014
37947 28338 2036
13433 12080 53367
16617 7065 46458
44355 15599 63735
16672 19181 44918
7333 48310 93727
48698 16616 40400
5289 28734 700
48985 3350 95295
46896 16697 10265
33980 4194 1850
22353 26451 89896
31307 44707 54770
7082 27905 72906
16404 49317 83049
17709 43694 28420
31425 27761 12830
48342 35716 66136
3345 35037 88228
7495 13869 47166
24119 45114 29544
13282 18920 16155
1246 18004 41586
39899 25204 20877
16115 24699 14369
43337 10294 99725
45729 9852 2275
30318 7285 84902
37782 15479 4166
27096 405 24025
27606 3488 9416
39222 8292 44833
40091 17817 61625
43533 41002 96976
42043 30870 37481
37013 39727 15771
537 22768 72382
2088 41758 37893
32335 49869 36442
28209 44055 14405
17280 26207 87710
33115 36864 91993
15918 29145 20172
26550 28687 27909
27055 43013 45149
960 33774 18563
30634 6887 16012
42417 19980 5037
34134 13421 239
16994 19856 83811
26040 43839 49454
5229 28000 44198
463 2512 73672
46951 12192 58166
23614 12307 37116
22750 30383 8833
46037 26833 31789
37203 36441 98705
24137 38285 31074
25184 1393 20602
31683 44712 29811
42346 15719 18300
40303 44144 88907
35726 47264 54615
8999 6739 29698
21429 5763 59907
11167 22902 79280
16149 32808 38006
8491 17982 37217
24719 21759 25711
6288 45724 62978
19867 10053 80388
21058 49648 72494
48251 25760 57720
17883 14604 83330
42875 38555 38135
45320 16802 15437
37175 35900 83299
17812 42490 70989
46383 14537 57699
2255 15908 85548
6594 23460 37657
41618 47779 35452
25409 40326 49315
35839 8976 44375
39713 3214 63889
38680 21313 57129
28202 13843 1558
49620 47560 51298
43933 31575 19353
5278 13620 74655
5445 48010 1429
29024 17141 61782
24092 36520 92719
19445 28634 81744
15114 44312 47442
8501 22821 68830
47532 38603 74463
40869 28758 14986
30694 44772 21287
27873 49001 83251
14010 6524 3976
35041 4136 62820
9036 39003 51643
14275 5862 34530
10238 2125 62700
17501 45509 14870
11519 16993 14978
12073 2951 10407
17404 26905 95390
46439 22700 51557
40178 19667 20593
21686 27991 56153
648 2318 46622
45718 31021 19435
28577 22801 73478
19167 16525 9591
39133 46327 10679
15327 29664 63917
3456 40458 28061
2893 7630 32296
47605 42298 28131
34199 31851 84747
25922 38620 2947
13110 14314 13369
12989 48236 61689
27627 36809 76766
41853 5875 37697
34132 45915 74848
20463 26580 17691
40214 17310 89169
25592 6436 9074
45373 647 1436
11113 1182 70117
724 46018 18857
22216 38418 35313
48935 4704 10
26617 15401 51482
17780 7081 79622
41975 31464 71199
35866 42741 50592
41211 42848 21473
629 32791 76499
46362 32190 16948
44866 42678 44927
47145 27315 3283
29243 11090 45639
10930 22565 71694
36947 45 28156
25500 24851 82653
38930 48342 7767
21236 48132 41116
24884 33096 43101
11107 10204 3946
12108 30042 43973
30871 33864 17487
14515 20806 72660
22369 47982 13844
1000 7711 15036
13256 38093 11700
18204 13291 52640
28040 44112 53606
22475 19521 94712
28068 13808 51832
245 15006 90344
31609 21756 90967
29812 12298 31106
14800 33597 86617
49563 12463 87043
28839 39861 12923
5411 28044 33797
46430 14810 36257
15586 15924 58132
49580 43890 52223
10141 24061 83950
15951 49945 28414
1142 24733 60626
27226 16491 93630
5535 17860 59313
35953 49899 54667
1708 41363 1326
25315 39330 76314
218 35501 44003
9644 15982 29972
19030 13705 4858
4379 38126 62191
2971 48643 95314
28359 578 94041
28434 29300 76838
13728 26941 35029
6021 27690 38435
23796 35947 64176
46383 19886 62510
24273 41423 81098
19142 11906 80849
